"बेशक, इरफान और कामत की यह फिल्म शुरुआत में बॉक्स ऑफिस पर दर्शकों की भीड़ न बटोर पाए, लेकिन माउथ पब्लिसिटी के दम पर फिल्म अपनी लागत निकालने के साथ-साथ अच्छा-खासा मुनाफा भी कमाने का दम रखती है। कामत का यह मदारी कॉमन मैन और करप्ट सरकार के बीच के संघर्ष को पेश...","4"
"ऐसा शायद पहली बार हुआ है जब साउथ की कोई फिल्म हिंदी में डब होकर दिल्ली एनसीआर में सवा सौ स्क्रीन्स पर रिलीज हुई हो। रजनी सर की इस फिल्म के डायरेक्टर पी. रंजीत के नाम इससे पहले ही अटकत्ती और मद्रास जैसी सुपर हिट फिल्में दर्ज हैं। ऐसे में रजनीकांत की इस नई फिल्म में रजनी फैंस के लिए बहुत कुछ है।","3.5"
"मस्ती सीरीज़ की हैट-ट्रिक से निर्देशक इंद्र कुमार की कॉमिडी और अडल्ट कॉमिडी","1.5"
"स्टार्ट टू लास्ट तक फिल्म सलमान खान के मजबूत कंधों पर टिकी है। रेवाड़ी के एक छोटे से गांव में रहने वाले हरियाणवी पहलवान के इस किरदार में सलमान ने अपने बेहतरीन अभिनय से जान डाल दी है। देसी पहलवान से विदेशी रेसलर के किरदार को निभाने के लिए सलमान ने भाषा सीखने के साथ...","3.5"
"एक डॉगी की वफादारी पर बेस्ड इस फिल्म में हीरो की हत्या उसके डॉगी के सामने होती है। डॉगी ही हत्यारों से अपने मालिक की हत्या का बदला लेता है...","2"
"थ्री डी तकनीक में जंगल में वॉर के सीन्स के अलावा समुद्री बोट पर जंगल के सैकड़ों जानवरों के साथ टारजन के अटैक सीन का जवाब नहीं। फिल्म की शुरुआत कुछ धीमी रफ्तार से होती है। खासकर बंद कमरों में टारजन के साथ बैठकों के सीन कुछ ज्यादा ही लंबे हो गए हैं, लेकिन आखिरी पंद्रह मिनट की फिल्म का जवाब नहीं...","2.5"
"मुस्तकीन एक दिन रघु की हत्या करके उसकी लाश पुल से पानी में फेंक देता है। बस फिर क्या, विरोधी पार्टियों के साथ विधायक रंजीत ओम इस हत्याकांड को एक मुस्लिम लड़की की वजह से हिंदू लड़के की मौत का रंग देकर पेश करते हैं। इसके बाद पूरा मलिहाबाद हिंदू-मुस्लिम दंगों की चपेट में ऐसा आता है जहां...","2"
"इस बार अनुराग ने ग्लैमर इंडस्ट्री के स्टार्स नहीं, बल्कि अपनी कहानी के किरदारों में फिट होने वाले कलाकारों के साथ काम किया। किसी स्टूडियो में लगाए गए महंगे सेट्स पर नहीं, बल्कि मुंबई की स्लम बस्तियों में जाकर इस फिल्म को बनाया है... तो इस डार्क थ्रिलर फिल्म के साथ आप पहले सीन से...","3.5"
"बिहार की मजूदर के किरदार में आलिया की गजब ऐक्टिंग इस फिल्म की नंबर वन यूएसपी है। बेशक फिल्म में गालियों की जमकर भरमार है, लेकिन कहानी और किरदारों को माहौल के साथ जोड़ने के लिए यह शायद डायरेक्टर की मजबूरी रही होगी","3"
"अगर आप अच्छी फिल्मों के शौकीन है, नागेश की फिल्मों के फैन है तो इस फिल्म को बच्चों के साथ देखने जाए यकीन मानें अगर आप स्क्रीन पर इस बार कुछ नया और अच्छा देखने के शौकीन हैं तो धनक आपके लिए है","3.5"
"अगर दीपक तिजोरी की बात की जाए तो ग्लैमर इंडस्ट्री और दर्शकों में आज भी उनकी पहचान बतौर ऐक्टर ज्यादा बनी हुई है, महेश भट्ट के बैनर तले बनी कई फिल्मों में अपनी ऐक्टिंग का लोहा मनवाने के बाद बतौर डायरेक्टर दीपक ने उप्स और फरेब जैसी फिल्मों से खुद को ऐसा डायरेक्टर साबित करने की अच्छी कोशिश भी की जो लीक से हटकर फिल्म बनाने का दम रखते है।","2.5"
"बिग बी की बेहतरीन एक्टिंग, कोलकाता की बेहतरीन लोकेशन के साथ कुछ अलग और नया देखने वाले दर्शकों की कसौटी पर यह फिल्म खरा उतर सकती है। फिल्म के हर कलाकार ने बेहतर ऐक्टिंग की है।","3.5"
"अगर आपने इससे पहले की दोनों हाउसफुल देखी हैं, तो इतना तो आप जानते ही होंगे कि इस फिल्म को देखने दिमाग घर पर ही छोड़कर जाना होगा। पूरी फिल्म गलतियों से पैदा हुए हास्य से भरी है। लेकिन, गुलज़ार की अल्टिमेट कॉमिडी 'अंगूर...","3.5"
"कहानी की शुरुआत होती है तारा (कल्कि कोचीन) से जो बदहवास कोच्चि के एक अस्पताल में प्रवेश करती है। वहां उसका पति रजत (अर्जुन माथुर ) गंभीर दुर्घटना के बाद कोमा जैसी स्थिति में दाखिल है। तारा और रजत की नई-नई शादी हुई है...","3"
"इस फ्लैट में आने के बाद भी महक का डर खत्म नहीं होता और यहां आकर भी खुद को इस फ्लैट में कैद कर लेती है। फ्लैट में आने के बाद महक को लगता है फ्लैट में एक लाश दफन है। दरअसल, महक और शान के इस फ्लैट में आने से पहले ...","3"
"रामू की तारीफ करनी होगी कि वह वीरप्पन के खौफ को पर्दे पर उतारने में काफी हद तक कामयाब रहे हैं। रामू ने नब्बे के दौर में मीडिया की सुर्खियों में छाए रहे वीरप्पन की चालाकियों और उसके काम करने के तरीके के साथ-साथ उसके शातिरपना अंदाज़ को पर्दे पर ईमानदारी के साथ उतारा...","2.5"
"सरबजीत का किरदार रणदीप हुड्डा के अब तक के फिल्मी करियर का सबसे बेहतरीन किरदार है। सरबजीत के किरदार में हरियाणा के इस जाट स्टार की गजब परफार्मेंस देख आप दंग रह जाएंगे।","3.5"
"नन्हें अजहर के नाना का बस एक ही सपना था कि उनका नाती इंडियन क्रिकेट टीम में सौ टेस्ट मैच खेले...","2.5"
"दिल्ली से शुरू हुई इस रोड जर्नी के दौरान नितिन जब शिवम को बताता है कि वह गे है और जल्दी ही अपनी फैमिली से अलग होने वाला है तो शिवम को अपने डैडी से नफरत हो जाती है। कहानी में टर्न उस वक्त आता है जब शिवम का बेस्ट फ्रेंड उसे बताता है कि गे होना एक बीमारी है और...","2.5"
"राजस्थान की राजकुमारी शिवांगी (मीरा चोपड़ा) के पति वीर (विशाल करवाल) पर एक चुड़ैल का साया है। पति को चुड़ैल के साए से बचाने के मकसद से राजकुमारी अपने एक्स बॉयफ्रेंड जय (शरमन जोशी) से मदद मांगती है, क्योंकि जय तंत्र-मंत्र जानता है और फिर...","1.5"
"सनी लियोनी स्टारर 'वन नाइट स्टैंड' में भी उनकी पिछली मूवी की तरह ही हॉट और बोल्ड सीन्स पर ज्यादा फोकस किया गया है। सेलिना (सनी लियोनी) और उर्विल (तनुज वीरवानी) की मुलाकात एक पब में होती है। पहली ही मुलाकात में कुछ देर एक दूसरे से मुखातिब होने के बाद दोनों एक-दूसरे के बेहद करीब आ जाते हैं और...","1.5"
"इस हफ्ते रिलीज बागी को आप टोटली ऐक्शन मूवी कह सकते हैं, फिल्म की कहानी में कुछ भी नयापन नहीं है लेकिन फिल्म की कमजोर कहानी और किरदारों पर इस फिल्म के बेहतरीन ऐक्शन सीन्स इस कद्र हावी है कि दर्शक कहानी या किरदारों की कमजोरी को भूलाकर इन्हीं ऐक्शन सीन्स के साथ बंध जाता है।","2.5"
"ब्लड बैंक, खून की खरीदारी और इसमें सक्रिय माफिया के आसपास घूमती इस फिल्म को अगर अहमद कम्प्लीट होमवर्क करके शुरू करते तो यकीनन उनकी इस पहल का हर कोई स्वागत करता और बॉक्स ऑफिस पर लाल रंग अपना कुछ रंग दिखाता...","3"
"रिलीज से पहले ही इस फिल्म के टाइटल और मेन किरदारों को लेकर विवाद शुरू हो गया था। हालांकि, सेंसर ने इस फिल्म को ग्रीन सिग्नल दे दिया। इस फिल्म के डायरेक्टर 'मिस 420' और 'घात' जैसी फिल्में बना चुके हैं, लेकिन दोनों बहुत नहीं चलीं...","1.5"
"आगरा शहर की एक छोटी सी कॉलोनी के कुछ घरों में सफाई वगैरह का काम करने वाली कामवाली बाई चंदा सहाय (स्वरा भास्कर) बेशक खुद दसवीं पास नहीं कर पाईं, लेकिन चंदा चाहती है कि उसकी बेटी अपेक्षा सहाय (रिया शुक्ला) दिल लगाकर पढ़े और एक दिन डॉक्टर, इंजिनियर बनकर अपना नाम रोशन करे, लेकिन...","3.5"
"दिल्ली में रहने वाला गौरव चानना बचपन से ही बॉलिवुड के सुपरस्टार सुपर आर्यन खन्ना का जबर्दस्त फैन है...","3.5"
"अगर विक्रम भट्ट स्टाइल और उनकी फिल्मों के दीवाने हैं तो इस फिल्म को देखा जा सकता है। फिल्म में बोल्ड सीन पसंद करने वालों के लिए यह अच्छा ऑप्शन है। भट्ट कैंप पहले भी इस सब्जेक्ट पर फिल्म बना चुके हैं। 'राज', '1920' और 'हेट स्टोरी' जैसी फिल्मों में विक्रम बोल्ड सीन्स पर काफी ज्यादा फोकस...","1.5"
"थ्री डी, टू के और आइमैक्स तकनीक में बनी इस फिल्म को बच्चों और बड़ों की एक ऐसी परफेक्ट फिल्म कह सकते हैं जो पूरी तरह से पैसा वसूल है। बेशक रिलीज़ से पहले 'द जंगल बुक' सोशल साइट्स पर सेंसर बोर्ड से मिले यूए सर्टिफिकेट की वजह से...","4.5"
"दिल्ली में कीया और कबीर की मुलाकातों का सिलसिला बढ़ता है। कीया एक कॉर्पोरेट ऐड कंपनी में ऊंचे पद पर काम करती हैं तो वहीं कबीर नकारा। चंद मुलाकातों के बाद कीया यह जानते हुए कि कबीर सर्विस वगैरह जॉइन करने की बजाए घर संभालना चाहता है और उम्र में उससे छोटा है, उससे ...","3"
"मराठी फिल्म इंडस्ट्री में अपनी खास पहचान बनाने और बॉक्स ऑफिस पर कई सुपर हिट फिल्म देने के बाद निशिकांत कामत ने कम ही वक्त में बॉलिवुड में भी अपनी खास पहचान बना ली है..","3"
"बॉलिवुड में दो भाइयों के बीच अनबन, फैमिली के बीच टूटते रिश्तों को लेकर अब तक दर्जनों फिल्में बन चुकी हैं, दरअसल, ऐसे सब्जेक्ट में डायरेक्टर को हर तरह का मसाला परोसने की काफी हद तक छूट मिल जाती है और इन्हीं में से कोई एक मसाला फिल्म को बॉक्स ऑफिस पर सुपरहिट ...","3.5"
"इस सप्ताह रिलीज हुई ग्लोबल बाबा एक ऐसी ही फिल्म है जिसे मेकर ने पूरी ईमानदारी के साथ स्टार्ट टू लास्ट एक ही ट्रैक पर बनाया है, लेकिन...","2"
"हिमेश ने पहली बार इंडस्ट्री के दिग्गजों शेखर कपूर, कबीर बेदी और नसीरुद्दीन शाह के साथ कैमरा फेस किया है। यह जरूर है कि ऐक्टिंग की फील्ड में हिमेश को अपनी अलग पहचान बनाने के लिए अभी लम्बा सफर तय करना होगा। इस फिल्म में हिमेश ने...","2"
"प्रकाश झा अक्सर अपनी हर नई फिल्म में कोई सोशल मेसेज देने की कोशिश करते है। करीब तेरह साल पहले आई झा की अजय देवगन स्टारर 'गंगाजल' ने बॉक्स आफिस पर जबर्दस्त कामयाबी हासिल की थी। अब जब बॉक्स आफिस पर सीक्वल और रीमेक का ट्रेंड चल निकला है, तो झा ने अपनी इस सुपर हिट फिल्म का सीक्वल बनाकर पेश किया।","3.5"
"फिल्म मेकर की तारीफ करनी होगी कि उन्होंने ऐसे सब्जेक्ट पर ऐसी फिल्म बनाई जो उन दर्शकों की कसौटी पर यकीनन खरी उतरने का दम रखती है जो लीक से हटकर ऐसी फिल्में देखने के शौकीन हैं, जो इंडस्ट्री के टॉप मंहगे स्टार्स के साथ बनी चालू मसालों पर बनी फिल्मों की भीड़ से दूर...","3"
"दिल्ली की मिडिल क्लास फैमिली का रोहित गुप्ता (सलीम दीवान) एक कॉल सेंटर में जॉब करता है, लेकिन ऐक्टर बनने का भूत उस पर सवार है कि अपने ऑफिस में भी अपने इस अधूरे सपने को पूरा में लगा रहता है। मेकर्स के यहां धक्के खाने के बावजूद उसका ऐक्टर बनने का जुनून कम नहीं हो रहा...","3"
"अफगानिस्तान में एक आतंकवादी संगठन का सरगना खलीली (पीयूष मिश्रा) किसी भी सूरत में यह साबित करना चाहता है कि लादेन जिंदा है, क्योंकि लादेन के मारे जाने की खबर के बाद खलीली का गैरकानूनी हथियार बेचने का बिज़नस ठप हो रहा है। ऐसे में इनका ध्यान ड्यूप्लिकेट लादेन पर पड़ता है और...","2.5"
"यूनिवर्सिटी प्रशासन ने डॉक्टर सिरस को करीब 6 साल पहले एक रिक्शा वाले युवक के साथ यौन संबंध बनाने के आरोप में सस्पेंड कर दिया। अलीगढ़ यूनिवर्सिटी प्रशासन ने एक लोकल टीवी चैनल के दो लोगों द्वारा प्रफेसर सिरस के बेडरूम में किए एक स्टिंग ऑपरेशन के आधार पर उन्हें...","3.5"
"गौरव और पूजा भी इसी मस्ती के माहौल में ड्रिंक करते हैं और बेड तक पहुंच जाते हैं। कुछ ही दिनों में गौरव की शादी है, ऐसे में गौरव और पूजा ...","2"
"रिया (रूही सिंह) साउथ अफ्रीका में पढ़ाई कर रही है। इसी बीच उसके पापा को देश का पीएम बना दिया जाता है और इससे उसकी पर्सनल लाइफ कुछ इस तरह से प्रभावित होती है कि रिया को लगता है कि जैसे उसे कैद कर लिया गया हो। रिया जहां भी जाती है उसके साथ...","2"
"नीरजा की कहानी शुरू होती है कराची से। 5 सितंबर 1986 को हाइजैक हुई पैन एम फ्लाइट 73 में हर बार की तरह इस बार भी नीरजा अपनी ड्यूटी पर थीं। फ्लाइट में 359 यात्री सवार थे। जब आंतकियों ने फ्लाइट को हाइजैक किया, नीरजा ने सबसे पहले...","4"
"दिव्या खोसला की इस म्यूजिकल लव-स्टोरी में हिरोइन की जान बचाने के लिए हीरो ऐसा कुछ करता है जो उसके प्यार को अमर बना देता है। दिव्या ने बजट का बड़ा हिस्सा दिल को छू लेने वाली लोकेशन में शूट करने में खर्च किया है...","2.5"
"यंग डायरेक्टर अभिषेक कपूर की फिल्म फितूर की स्क्रिप्ट तो बिखरी हुई लेकिन यह एक खूबसूरत फिल्म है। अगर आप कश्मीर की खूबसूरती के साथ तब्बू की बेहतरीन ऐक्टिंग के साथ कटरीना की ब्यूटी को देखना चाहते हैं तो यह फिल्म जरूर देखें।","3"
"'सनम तेरी कसम' की डायरेक्टर जोड़ी का फिल्म बनाने और सोचने का नजरिया बाकी डायरेक्टर्स से अलग है। इन दिनों जहां हॉट ऐक्शन, डबल मीनिंग और बेवजह ऐक्शन स्टंट और थ्रिलर मूवीज़ बनाने का ट्रेंड चला हुआ है तो इस जोड़ी ने दिल को छूने वाली लव-स्टोरी बनाई है...","3"
"पच्चीस साल पहले आई 'घायल' बॉक्स आफिस पर ब्लॉकबस्टर साबित हुई थी। तौर डायरेक्टर सनी देओल ने बरसों से हिंदी फिल्मों में नजर आ रही अच्छाई और बुराई की जंग को दिखाने की कोशिश की है। अगर सनी चाहते तो इस फिल्म को नए नाम से भी बना सकते हैं, लेकिन...","3"
"इस फिल्म को सेंसर ने ऐसा बोल्ड और डबल मीनिंग डायलॉग से भरपूर समझा कि इसे सेंसर का कोई भी सर्टिफिकेट देने से ही साफ ...","1.5"
"बतौर निर्देशक हर बार कामयाबी का नया इतिहास रच चुके डायरेक्टर राज कुमार हिरानी ने बेशक इस फिल्म में अपने चहेते स्टार आर. माधवन की इमेज को चेंज करने की कुछ ज्यादा ही कोशिश की है। यह फिल्म खेल फेडरेशन और खेलों के दिग्गजों के बीच चलती गुटबाजी और एक-दूसरे को नीचा...","3.5"
"अगर आपको अडल्ट कॉमिडी फिल्में पसंद हैं, तो फिल्म देख सकते हैं। फिल्म की कहानी में कुछ नयापन नहीं...","1.5"
"कुवैत में हालात खराब हो रहे थे। वहां का रईस बिज़नसमैन रंजीत अपने प्रभाव और रसूख से अपनी फैमिली और फंसे दूसरे भारतीय नागरिकों को वहां से निकालने का मिशन स्टार्ट करता है। भारतीय सेना डायरेक्ट कुछ करने में कतरा रही थी। उस वक्त रंजीत ने अपने दम पर दुनिया के सबसे बड़े ऑपरेशन को...","4.5"
"आप अपने पसंदीदा फिल्म स्टार्स, क्रिकेटर या दूसरी सेलिब्रेटिज को तो उनके बर्थडे पर बधाई का मेसेज...","3.5"
"वजीर की सबसे बड़ी खासियत अमिताभ बच्चन और फरहान अख्तर की बेहतरीन ऐक्टिंग है। जहां भी दोनों नजर आए वहीं...","3.5"
"करीब 21 साल पहले इसी टाइटल पर बनी अजय देवगन स्टारर फिल्म बॉक्स आफिस पर....","1.5"
"बाजीराव मस्तानी रिलीज होने से पहले ही इस फिल्म की चर्चा मीडिया में शुरू हो गई थी। दरअसल ग्लैमर...","4.5"
"जब ट्रेलर में दिखाए गए 'सपनों' यानी कुछ सीन्स पर सेंसर की कैंची चल जाती है, तो फिल्म देखने के...","3"
"आजकल फ्रैंचाइजी फिल्में बनाने का ट्रेंड चल निकला है। हॉलिवुड में यह ट्रेंड काफी कामयाब रहा तो...","3"
"बेशक रीयल लाइफ कपल को लेकर बनी फिल्मों का अच्छा क्रेज रहता है, लेकिन यह हर फिल्म के हिट होने की गारंटी नहीं।","3"
"करीब पांच दशक पहले 1962 में शुरू हुआ बॉन्ड सीरीज की फिल्मों का सिलसिला आज भी बदस्तूर...","3.5"
"रजत स्टारर इस फिल्म में उनके साथ ग्लैमर इंडस्ट्री में अपनी कुछ अलग पहचान बना चुकीं कई ऐक्ट्रेस हैं, लेकिन...","3"
"अगर सिनेमा हॉल के हाउसफुल शो में दर्शक इन लंबे सीन्स को पसंद करके ताली बजा रहे थे तो यकीनन यह सलमान के...","3.5"
"आमतौर से दिवाली से पहले के वीक में ऐसी फिल्में ही बॉक्स ऑफिस पर दस्तक देती है जिनकी अप्रोच...","2.5"
"कुछ अर्सा पहले आई करीना कपूर और राहुल बोस स्टारर फिल्म चमेली अगर आपने देखी है तो इस...","2.5"
"अडल्ट कॉमिडी, बेदम स्क्रिप्ट और कहानी की धीमी रफ्तार। कुणाल खेमू को पहली बार बिहारी युवक के रोल...","1.5"
"बेहद कमजोर स्क्रिप्ट , स्लो स्पीड, एनिमेशन तकनीक और बैकग्राउंड में नसीरुद्दीन शाह की आवाज इस फिल्म को...","2"
"जरूरी नहीं कि आप अगर किसी कला में नंबर वन हैं तो बाकी बची कलाओं में भी आपको...","2"
"​करीब चार साल पहले यंग डायरेक्टर लव रंजन के निर्देशन में बनी प्यार का पंचनामा रिलीज...","3.5"
"एक मां और लॉयर के रोल में ऐश ने अच्छी एक्टिंग की है। उनके कमबैक के लिए यह फिल्म अच्छा...","3.5"
"अक्षय कुमार की ऐक्टिंग की बात करें तो उन्होंने इस बार पिछली फिल्मों के मुकाबले बेहतर ऐक्टिंग ...","3.5"
"देशभर को हिला देने वाले आरुषि हत्याकांड की पृष्ठभूमि पर बनी इस फिल्म को अगर हम इस दोहरे हत्याकांड पर तैयार ...","4.5"
"अगर बिग स्क्रीन पर पहली बार ऐक्टिंग के मापदंड पर रखकर कपिल शर्मा को परखा जाए तो उनकी तारीफ करनी होगी कि...","2.5"
"फिल्म में ऐसे कई नए चेहरे हैं, जिन्होंने अपनी पहली ही फिल्म में अपने किरदार को इस बेहतरीन ढंग से निभाकर यह साबित...","2.5"
"कुछ साल पहले रिलीज हुई अनुराग कश्यप की फिल्म गैंग्स ऑफ वासेपुर के स्क्रीन राइटर रहे जीशान कादरी ने जब फिल्म...","2.5"
"करीना कपूर जैसी हिट हिरोइन के साथ भी नाकाम रहे इमरान खान को इस बार कंगना रनौत जैसी बॉक्स ऑफिस की क्वीन का...","2.5"
"फिल्म 'हीरो' के बाद जैकी श्रॉफ सुपर स्टार बन गए थे, लेकिन शायद सूरज पंचोली की किस्मत में यह नहीं लिखा है। वजह यह है कि...","2"
"इस फिल्म में भी वही मसाला ठूंसा गया है, जो बॉक्स ऑफिस पर भीड़ खींचने का दम रखे। बेशक फिल्म के कुछ डायलॉग...","3.5"
"ऐसा लगता है नीला ने बिना होमवर्क निबटाए इस प्रॉजेक्ट पर काम शुरू कर दिया, वर्ना पानी के इस मुद्दे पर नीला एक मजेदार...","2.5"
"कबीर ने जो मेसेज दिया है, फिल्म देखकर हॉल में बैठा हर दर्शक दिल से यही दुआ करता है कि उन्होंने जो सिल्वर स्क्रीन पर...","3.5"
"बांके (राजपाल यादव) करीब 30-32 साल की उम्र का ऐसा शख्स है, जिसकी कुंडली में कोई दोष है और उसकी शादी नहीं हो...","2.5"
"लंबे अरसे बाद अब जब नामी स्टार्स के साथ उमेश शुक्ला की फिल्म 'ऑल इज वेल' रिलीज हुई तो यकीनन...","2"
"केतन मेहता इंडस्ट्री के उन बेहतरीन निर्देशकों में शामिल हैं, जो बॉक्स ऑफिस के मिजाज के खिलाफ चलने का जज्बा रखते हैं...","4.5"
"स्ट्रीट फाइटिंग को एक अनोखे अंदाज में इमोशनल स्टोरी के साथ देखना चाहते हैं, तो ब्रदर्स से मिल आएं। बेवजह की मारा-मारी...","3.5"
"मुजफ्फर अली की यह कहानी काल्पनिक नहीं है, लेकिन कमजोर स्क्रीनप्ले के साथ-साथ प्रॉडक्शन क्वॉलिटी की खामियां ऐसी...","2"
"आतंकवाद पर बनी यह फिल्म एक ऐसा संदेश देती है, जो यकीनन तारीफ के काबिल है। बैंगिस्तान जैसी मूवी बनाकर ...","2.5"
"मिशन इम्पॉसिबल सीरीज की पांचवीं फिल्म में एकबार फिर हैरतअंगेज ऐक्शन और अडवेंचर का बेहतरीन कॉम्बिनेशन...","4"
"विजय का किरदार निभा रहे अजय ने इस बार अपनी ऐक्शन हीरो वाली इमेज से अलग काम किया है। गोआ की इस्पेंक्टर जनरल...","4.5"
"फैमिली की इज्जत और समाज की मर्यादा का खौफ उसे कुछ ऐसा डराता है कि वह वहीं बाथरूम में अपनी कलाई काटकर...","3"
"सलमान की एंट्री गजब है,  उनके फैंस को खुश करने के लिए कई ऐसे सीन्स भी फिल्माए गए हैं जो...","4"
"इस फिल्म का दर्शकों में कितना जबर्दस्त क्रेज है, इसका अंदाजा आप इसी से लगा सकते...","4.5"
"अगर राजपाल यादव के कट्टर फैन है तो इस बार अपने चहेते स्टार को अलग अंदाज में देखने के लिए...","2.5"
"सेकंड हैंड शब्द सुनते ही कुछ अजीब लगता है, खासकर जब आप शॉपिंग को जा रहे हों...","2"
"हॉलिवुड मूवी टर्मिनेटर जेनेसिस की रिलीस से बॉलिवुड मूवीज (गुड्डू रंगीला, सेंकड हैंड हज्बंड और बेजुबान...","4"
"बॉलिवुड फिल्ममेकर्स को पिछले कुछ अर्से से खाप पंचायत और हरियाणवी बैकग्राउंड से कुछ ऐसा...","3"
"अगर आप जिम्मी के फैन हैं और अपने चहेते ऐक्टर की कोई फिल्म नहीं छोड़ते तो देखने जाएं। ग्रेटर नोएडा की कई बेहतरीन लोकेशन...","2.5"
